id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11055119,Rental unit in Antwerpen · ★4.36 · 1 bedroom · 1 bed · 1 bath,57272728,Lahkim,,Centraal Station,51.21921,4.4192,Entire home/apt,106,2,59,2023-08-08,0.62,4,304,3,
11111703,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,57724118,Marc,,Borgerhout Intra Muros Zuid,51.2129,4.43048,Entire home/apt,85,5,31,2023-10-26,0.34,1,177,6,
11205171,Rental unit in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1 bath,13255065,Nathalie & Gerhard,,Universiteitsbuurt,51.22287,4.40876,Entire home/apt,65,7,144,2021-08-22,1.51,1,81,0,
11209398,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.22025,4.40167,Entire home/apt,132,1,22,2023-12-03,0.41,14,359,10,
11234792,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,58570541,Raïssa,,Historisch Centrum,51.22268,4.39892,Entire home/apt,127,2,78,2022-11-28,0.84,1,358,0,
11288058,Condo in Antwerpen · ★3.80 · 1 bedroom · 2 beds · 1.5 shared baths,57800268,DMaria,,Brederode,51.20634,4.39578,Shared room,93,1,5,2023-10-07,0.52,2,170,5,
11299305,Condo in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,53149716,Michelle,,Stadspark,51.21045,4.41301,Entire home/apt,,2,4,2022-10-16,0.24,1,0,0,
11361302,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,59517213,Gulpari,,Hoboken - Noord,51.17957,4.35678,Entire home/apt,600,1,0,,,1,0,0,
11386961,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 3 beds · 2.5 baths,29142151,Suzy,,Zuid,51.20866,4.38678,Entire home/apt,80,21,7,2022-03-07,0.08,3,360,0,
11649861,Rental unit in Antwerpen · ★4.52 · 1 bedroom · 1 bed · 1 bath,48249191,Lieven,,Theaterbuurt-Meir,51.21538,4.41326,Entire home/apt,,1,61,2019-08-11,0.65,1,0,0,
11687167,Home in Antwerpen · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,34035873,Warre,,Oud - Merksem,51.23853,4.44384,Private room,26,14,40,2022-09-30,0.43,1,89,0,
11702316,Home in Antwerpen · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,7639316,David,,Zuid,51.2111,4.40071,Private room,90,1,61,2023-10-08,1.06,1,54,4,
11749824,Rental unit in Antwerpen · 1 bedroom · 2 beds · 1 private bath,57800268,DMaria,,Markgrave,51.19557668367758,4.405876692082488,Private room,106,1,0,,,2,11,0,
11878238,Condo in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 1.5 baths,11154046,Rosemarie,,Deurne Zuid West,51.20777,4.45933,Entire home/apt,,29,53,2023-05-30,0.60,1,0,8,
11898838,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,34913046,Laila,,Theaterbuurt-Meir,51.21915,4.40721,Entire home/apt,150,2,311,2023-12-17,3.31,1,249,48,
12065907,Townhouse in Antwerp · ★5.0 · 2 bedrooms · 2 beds · 2 baths,64643964,Klaas,,Stuivenberg,51.21944,4.43024,Entire home/apt,72,8,3,2023-07-01,0.14,3,2,1,
12100076,Rental unit in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,43673173,Daan,,Centraal Station,51.21384,4.41647,Entire home/apt,246,2,12,2023-07-08,0.13,2,127,4,
12215914,Loft in Antwerp · ★4.83 · Studio · 2 beds · 1 bath,65705918,Leen,,Borgerhout Intra Muros Noord,51.2145,4.43972,Entire home/apt,80,2,90,2023-10-29,0.96,1,77,7,
12238423,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 1 bed · 1 bath,65855928,Jo,,Stadspark,51.20719,4.41085,Entire home/apt,78,10,245,2023-09-14,2.66,4,171,34,
12340028,Loft in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1 bath,6890762,Marieke,,Oud - Berchem,51.19943,4.42674,Entire home/apt,55,3,9,2021-08-23,0.25,1,8,0,
12425295,Rental unit in Antwerpen · ★4.51 · 2 bedrooms · 2 beds · 1 bath,67208812,Annabel,,Harmonie,51.20904,4.40551,Entire home/apt,,211,35,2021-10-06,0.38,1,0,0,
12443915,Rental unit in Antwerpen · ★4.72 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,146,1,68,2023-07-20,0.74,7,141,1,
12452412,Rental unit in Antwerpen · ★4.69 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,189,1,201,2023-11-06,2.15,7,147,9,
12509158,Loft in Antwerpen · ★4.68 · 1 bedroom · 1 bed · 1 bath,2452987,Eveline,,Amandus - Atheneum,51.22234,4.4172,Entire home/apt,,12,31,2022-01-20,0.42,1,0,0,
12576409,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.21917,4.40067,Entire home/apt,128,2,48,2023-05-14,0.56,14,321,3,
12637515,Rental unit in Antwerpen · ★4.53 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,186,1,184,2023-12-11,2.05,7,116,19,
12646547,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 2 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.22,4.3999,Entire home/apt,121,1,74,2023-11-20,0.85,14,353,10,
12659772,Home in Antwerpen · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,11811395,Pauline,,Zuid,51.20868,4.39783,Entire home/apt,115,2,53,2023-10-22,0.58,1,0,9,
12734670,Home in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 private bath,54840474,Bianca,,Borgerhout Extra Muros,51.20527,4.45229,Private room,89,7,36,2023-03-31,0.40,2,365,1,
12734817,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,54840474,Bianca,,Borgerhout Extra Muros,51.20578,4.45056,Entire home/apt,89,13,2,2023-09-15,0.22,2,73,2,
12746696,Loft in Antwerpen · ★4.95 · 2 bedrooms · 2 beds · 1 bath,3922134,Erwin,,Universiteitsbuurt,51.22561,4.41052,Entire home/apt,126,2,476,2023-12-10,5.12,1,265,69,
12749687,Loft in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,4699615,Johan,,Markgrave,51.20131,4.40221,Entire home/apt,105,2,111,2023-12-17,1.23,1,8,27,
12752072,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1 bath,23445793,Margo,,Groenenhoek,51.19898,4.44045,Entire home/apt,90,2,38,2023-12-11,0.41,1,69,4,
12775598,Condo in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,19151354,Seher,,Deurne Noord,51.231,4.45288,Entire home/apt,68,1,27,2023-10-09,1.48,2,0,6,
12862721,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 5 beds · 1 bath,46432178,Jef,,Borgerhout Extra Muros,51.21027,4.44593,Entire home/apt,,2,88,2019-05-06,0.95,1,0,0,
12864070,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,70325465,Dries,,Stadspark,51.20932,4.42215,Entire home/apt,80,3,149,2023-12-03,1.64,1,158,12,
12901967,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,70678810,Winok,,Nieuw - Zuid,51.20752,4.38341,Private room,17,30,1,2016-09-01,0.01,1,50,0,
12959452,Rental unit in Antwerpen · ★4.74 · 2 bedrooms · 3 beds · 1 bath,43247005,Rebecca,,Historisch Centrum,51.21992,4.40074,Entire home/apt,176,1,203,2023-09-14,2.21,14,350,11,
13147334,Camper/RV in Antwerpen · 1 bedroom · Half-bath,32609540,Emilie,,Deurne Noord,51.22694,4.45803,Entire home/apt,124,2,0,,,1,365,0,
13189346,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1 bath,1935190,Linda,,Zuid,51.21093,4.39753,Entire home/apt,95,7,17,2023-10-21,0.29,2,74,6,
13249852,Rental unit in Antwerpen · ★4.75 · 3 bedrooms · 1 bed · 1 shared bath,69740310,Brecht,,Tentoonstellingswijk,51.19154,4.38876,Private room,800,5,28,2017-01-21,0.31,1,89,0,
13263169,Home in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,28086961,Kim,,Kiel,51.19,4.37648,Entire home/apt,65,50,29,2017-11-18,0.32,1,89,0,
13306153,Rental unit in Antwerpen · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,4586965,Mariona,,Kiel,51.18269,4.39044,Private room,84,1,60,2023-10-22,0.65,3,208,11,
13350400,Condo in Antwerpen · ★4.89 · Studio · 2 beds · 1 bath,32949554,Stéphane En Anneke,,Stadspark,51.20963,4.40863,Entire home/apt,109,2,150,2023-11-24,1.66,1,0,27,
13372879,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,12108305,Stéphanie,,Tentoonstellingswijk,51.19281,4.39243,Entire home/apt,96,2,83,2023-11-13,0.92,2,11,15,
13426813,Rental unit in Antwerpen · ★4.55 · 1 bedroom · 1 bed · 1.5 baths,27585607,Christel,,Amandus - Atheneum,51.22361,4.42185,Entire home/apt,66,2,362,2023-12-11,3.95,2,325,52,
13427359,Loft in Antwerpen · ★4.70 · 3 bedrooms · 4 beds · 2 baths,6930093,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21467,4.43242,Entire home/apt,252,3,187,2023-11-12,2.07,4,165,21,
13463319,Condo in Antwerpen · ★4.95 · 2 bedrooms · 3 beds · 1 bath,61749084,Karmen,,Deurne Zuid West,51.20509,4.46296,Entire home/apt,50,2,20,2023-07-27,0.22,1,9,2,
13490121,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,20012564,Joakim,,Linkeroever,51.22083,4.36772,Entire home/apt,,5,0,,,1,0,0,
13601093,Home in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,64643964,Klaas,,Stuivenberg,51.22042,4.43053,Private room,59,1,334,2023-12-24,3.65,3,1,25,
13640722,Rental unit in Antwerpen · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,3042153,Hannes,,Eilandje,51.23149,4.41288,Entire home/apt,195,2,406,2023-12-23,5.53,3,109,55,
13651005,Home in Antwerpen · 1 bedroom · 1 bed · 1 private bath,3493319,Glenn,,Oud - Berchem,51.19449,4.41372,Private room,90,2,0,,,2,75,0,
13670107,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,77953413,Stefan En Eva,,Borgerhout Intra Muros Zuid,51.21058,4.43518,Entire home/apt,,4,38,2022-07-31,0.43,2,0,0,
13722848,Serviced apartment in Antwerpen · ★4.85 · 1 bedroom · 2 beds · 1.5 baths,38724058,Anatoly,,Brederode,51.20646,4.40239,Entire home/apt,135,1,71,2023-12-17,0.86,3,110,19,
14060986,Home in Antwerpen · ★4.55 · 1 bedroom · 1 bed · 1 bath,17124778,Ines,,Deurne Dorp - Gallifort,51.22003,4.45725,Entire home/apt,69,1,137,2023-12-11,1.52,1,0,51,
14147454,Condo in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 bath,85451540,Marianne,,Amandus - Atheneum,51.223365783691406,4.4191107749938965,Entire home/apt,150,56,69,2023-10-28,0.78,3,334,1,
14327385,Rental unit in Antwerpen · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths,87675727,Ekaterina,,Eilandje,51.23099,4.4095,Entire home/apt,207,1,36,2023-11-12,2.47,1,0,28,
14436448,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,88868109,Dries,,Zuid,51.20687,4.38928,Entire home/apt,60,20,39,2021-04-30,0.44,1,87,0,
14527835,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 2 beds · 1 bath,2702001,Tom & Carla,,Sint-Andries,51.21557,4.39889,Entire home/apt,78,2,375,2023-10-23,4.33,1,6,36,
14793592,Loft in Antwerpen · ★4.73 · 1 bedroom · 3 beds · 2 baths,80891301,Erika,,Theaterbuurt-Meir,51.21879,4.40981,Entire home/apt,327,1,240,2021-09-25,2.70,1,12,0,
14798944,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,1839854,Stijn&Magali,,Amandus - Atheneum,51.21979522705078,4.423407077789307,Entire home/apt,70,2,348,2023-12-11,3.94,2,275,62,
14855524,Loft in Antwerpen · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,43247005,Rebecca,,Theaterbuurt-Meir,51.21805,4.41342,Entire home/apt,274,1,193,2023-08-18,2.18,14,329,5,
14890511,Condo in Antwerpen · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,14367631,Michiel,,Historisch Centrum,51.2224,4.4027,Entire home/apt,303,2,87,2023-12-08,6.96,10,0,84,
14897210,Townhouse in Antwerpen · ★4.76 · 3 bedrooms · 4 beds · 2.5 baths,5875939,Joris,,Stadspark,51.2071,4.41587,Entire home/apt,900,2,34,2023-09-11,0.40,2,364,5,
14905174,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,93598620,Julie,,Wilrijk Centrum,51.17158,4.39222,Private room,35,5,50,2023-12-24,0.57,1,132,6,
14975438,Townhouse in Antwerpen · ★4.76 · 1 bedroom · 2 beds · 1 bath,94340401,Hendrik,,Borgerhout Intra Muros Noord,51.21772,4.43333,Private room,87,1,38,2023-10-29,0.44,2,175,10,
15217689,Home in Antwerpen · ★4.91 · 1 bedroom · 2 beds · 1 shared bath,82848998,Saskia,,Groenenhoek,51.19505,4.44115,Private room,36,2,216,2023-12-04,5.17,2,0,59,
15270962,Home in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,97157198,Joan,,Oud - Merksem,51.23944,4.4438,Private room,,2,36,2021-06-13,0.41,1,0,0,
15291805,Rental unit in Antwerpen · ★4.40 · 1 bedroom · 2 beds · 1 bath,97216733,Benjamin,,Centraal Station,51.21246,4.42175,Entire home/apt,,1,5,2020-09-25,0.12,1,0,0,
15402549,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,43601150,Gregory,,Harmonie,51.20826,4.40792,Entire home/apt,120,3,17,2023-10-09,0.95,1,4,8,
15464986,Townhouse in Antwerpen · ★4.50 · 3 bedrooms · 6 beds · 1 private bath,40091080,Hilde,,Hoboken - Noord,51.1818,4.35238,Private room,210,2,4,2022-03-20,0.05,2,326,0,
15467146,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 private bath,40091080,Hilde,,Hoboken - Noord,51.17912,4.35256,Private room,70,2,13,2022-10-12,0.16,2,332,0,
15519371,Rental unit in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1 bath,99750992,Tara,,Nieuwdreef,51.24598,4.43203,Entire home/apt,55,1,14,2023-12-01,0.83,1,321,10,
15533623,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 4 beds · 1 bath,99915005,Ali,,Merksem - Heide,51.25331,4.4446,Entire home/apt,110,2,5,2020-01-03,0.06,1,358,0,
15650986,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 2 beds · 1 bath,10342058,Sofie & Manu,,Zuid,51.20678,4.38816,Entire home/apt,65,2,16,2023-03-11,0.19,2,202,2,
15715672,Townhouse in Antwerpen · ★4.67 · 1 bedroom · 2 beds · 1 private bath,73367584,Veerle,,Hoboken - Centrum,51.17735,4.34941,Private room,69,2,15,2021-09-23,0.20,2,175,0,
15738162,Condo in Antwerpen · ★5.0 · 2 bedrooms · 4 beds · 2 baths,13238213,Maddy,,Borgerhout Intra Muros Zuid,51.21548,4.42678,Entire home/apt,80,2,22,2023-07-31,0.90,2,44,2,
15784571,Home in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1 bath,12541148,Sofie,,Borgerhout Intra Muros Noord,51.21656,4.44131,Entire home/apt,80,7,7,2023-10-08,0.08,1,300,3,
15853340,Townhouse in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1.5 shared baths,47960379,Marleen,,Haringrode,51.20027,4.42137,Private room,51,1,99,2023-11-26,1.16,1,0,18,
15878210,Condo in Antwerpen · ★4.55 · 1 bedroom · 1 bed · 1 bath,10985363,Niels,,Universiteitsbuurt,51.22274,4.40886,Entire home/apt,60,2,11,2019-11-03,0.13,1,0,0,
15929001,Rental unit in Antwerpen · ★4.29 · 2 bedrooms · 2 beds · 1 bath,103363284,Anouck,,Amandus - Atheneum,51.22958,4.41553,Entire home/apt,60,85,7,2022-01-31,0.09,9,0,0,
15949936,Rental unit in Antwerpen · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,24731798,Christel & Paul,,Stuivenberg,51.22011,4.42967,Entire home/apt,103,2,145,2023-11-13,1.73,2,79,22,
15952890,Loft in Antwerpen · ★4.87 · 1 bedroom · 4 beds · 1.5 baths,63528251,Slapen In Apen,,Historisch Centrum,51.21954,4.40028,Entire home/apt,142,2,136,2023-12-08,1.58,1,334,20,
16036168,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,104344031,Kristof,,Historisch Centrum,51.22437,4.40449,Entire home/apt,103,10,66,2023-11-30,0.77,1,121,8,
16040670,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,104393507,Kristien,,Deurne Zuid Oost,51.20076,4.4604,Private room,,7,13,2018-05-19,0.17,1,0,0,
16068168,Rental unit in Antwerpen · ★4.93 · Studio · 1 bed · 1 bath,11483067,Santiago,,Harmonie,51.20231,4.41135,Entire home/apt,65,3,14,2023-12-10,0.16,1,37,4,
16225766,Townhouse in Antwerpen · ★4.63 · 3 bedrooms · 4 beds · 2.5 baths,23844879,Jasmien,,Zurenborg,51.20906,4.43201,Entire home/apt,250,90,16,2017-07-31,0.19,2,147,0,
16238598,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1 bath,106146420,Patrick,,Historisch Centrum,51.22164,4.40213,Entire home/apt,97,2,340,2023-11-26,4.08,3,161,61,
16271484,Rental unit in Antwerp · ★4.62 · 1 bedroom · 2 beds · 1 bath,61929903,Hao,,Universiteitsbuurt,51.22629,4.40509,Entire home/apt,68,1,351,2023-12-13,4.81,1,133,52,
16291478,Tiny home in Antwerpen · ★4.99 · 1 bedroom · 2 beds · 1 bath,106578417,Greet,,Universiteitsbuurt,51.22473,4.40842,Entire home/apt,150,2,158,2023-11-26,1.85,1,0,42,
16317142,Rental unit in Antwerp · 1 bedroom · 1 bed · 1.5 baths,40169128,Charlotte,,Brederode,51.20059,4.39543,Entire home/apt,55,2,0,,,1,0,0,
16424246,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 2 baths,103363284,Anouck,,Eilandje,51.23031,4.41825,Entire home/apt,60,50,5,2023-10-31,0.07,9,0,1,
16511289,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,6418619,Henk,,Nieuw - Kwartier Oost,51.18005,4.43945,Entire home/apt,,30,3,2018-05-20,0.04,1,0,0,
16600225,Condo in Antwerp · ★4.54 · 1 bedroom · 2 beds · 1 bath,72841402,Pieter,,Amandus - Atheneum,51.219509,4.423173,Entire home/apt,38,2,187,2023-12-25,2.69,2,169,40,
16610326,Rental unit in Antwerpen · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,109618168,Chantal & Christian,,Borgerhout Intra Muros Noord,51.2171,4.432,Private room,96,2,50,2023-09-24,0.62,4,257,6,
16630701,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 3 beds · 1 bath,103947136,Charissa,,Universiteitsbuurt,51.22003,4.40823,Entire home/apt,194,1,84,2023-08-06,0.99,4,168,7,
16646044,Boutique hotel in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 private bath,98500039,Isabelle,,Theaterbuurt-Meir,51.21539,4.40448,Private room,195,1,6,2023-10-23,0.08,1,84,2,
16723796,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,21590321,Ann,,Oud - Merksem,51.23923,4.43875,Entire home/apt,73,5,53,2023-11-25,0.63,1,171,11,
16733927,Home in Antwerpen · ★4.64 · 3 bedrooms · 5 beds · 3.5 baths,66092254,Bram,,Linkeroever,51.22059,4.38483,Entire home/apt,,2,11,2023-07-18,0.13,1,0,2,
16792858,Townhouse in Antwerpen · ★4.76 · 4 bedrooms · 6 beds · 2.5 baths,11817841,Zola,,Universiteitsbuurt,51.22488,4.40814,Entire home/apt,232,1,379,2023-12-03,4.83,1,311,53,
16833815,Rental unit in Antwerpen · ★4.37 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21905,4.42299,Entire home/apt,74,2,27,2022-12-28,0.32,16,289,1,
16851403,Townhouse in Antwerpen · ★4.80 · 5 bedrooms · 7 beds · 1 bath,7611440,Riet,,Borgerhout Extra Muros,51.19847,4.45257,Entire home/apt,160,7,10,2022-08-11,0.13,1,71,0,
16891439,Rental unit in Antwerpen · ★4.66 · 1 bedroom · 1 bed · 1 bath,6533193,Evert,,Zuid,51.21199,4.39315,Entire home/apt,65,2,105,2022-05-29,1.31,1,132,0,
16978843,Townhouse in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 private bath,113627827,Jeanine,,Zuid,51.21114,4.4004,Private room,80,1,125,2023-10-22,1.50,2,361,33,
17004023,Guest suite in Antwerpen · ★4.74 · 3 bedrooms · 6 beds · 2 baths,66188611,Vogelzang,,Sint-Andries,51.21736,4.39941,Entire home/apt,237,2,74,2023-10-29,0.91,1,304,16,
17010097,Rental unit in Antwerpen · ★4.71 · 2 bedrooms · 2 beds · 2.5 baths,14336753,Bert,,Brederode,51.20032,4.39132,Entire home/apt,170,2,21,2023-07-18,0.25,5,217,3,
17096268,Rental unit in Antwerpen · ★4.32 · 1 bedroom · 2 beds · 1.5 baths,38724058,Anatoly,,Brederode,51.20608,4.40247,Entire home/apt,135,1,25,2023-12-04,0.31,3,112,7,
17266710,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,24731798,Christel & Paul,,Stuivenberg,51.21925,4.42958,Entire home/apt,117,2,108,2023-10-23,1.31,2,0,16,
17756295,Rental unit in Antwerpen · ★4.50 · 2 bedrooms · 2 beds · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,178,2,66,2023-10-27,0.80,16,320,3,
17911859,Home in Antwerpen · ★4.96 · 3 bedrooms · 7 beds · 3.5 baths,4113286,Kathleen,,Historisch Centrum,51.2189,4.39941,Entire home/apt,720,2,69,2023-11-27,0.92,2,0,16,
18146639,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,19498256,Dennis,,Deurne Dorp - Gallifort,51.22094,4.47091,Entire home/apt,,6,5,2023-09-19,0.06,1,0,1,
18322026,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,9072712,Kristof,,Amandus - Atheneum,51.22106,4.41782,Entire home/apt,,2,55,2022-09-25,0.70,1,0,0,
18322358,Rental unit in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1 bath,46955407,Marleen,,Universiteitsbuurt,51.22579,4.40506,Entire home/apt,177,3,21,2023-07-30,0.26,1,354,3,
18351730,Rental unit in Antwerpen · ★4.75 · Studio · 2 beds · 1 bath,110177368,Vasila,,Theaterbuurt-Meir,51.21208,4.40355,Entire home/apt,86,2,24,2022-02-15,0.30,1,23,0,
18386196,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,14336753,Bert,,Brederode,51.19969,4.39015,Private room,90,5,38,2019-12-31,0.47,5,279,0,
18475342,Condo in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,128148374,Jan&Hong,,Historisch Centrum,51.21812,4.39843,Entire home/apt,152,4,19,2022-05-04,0.24,4,301,0,
18507108,Condo in Antwerpen · ★4.61 · 2 bedrooms · 1 bed · 1 bath,128148374,Jan&Hong,,Theaterbuurt-Meir,51.21721,4.40664,Entire home/apt,114,7,38,2023-07-31,0.47,4,320,4,
18565578,Condo in Antwerpen · ★4.94 · 2 bedrooms · 3 beds · 1 bath,10658365,Thomas,,Haringrode,51.2016,4.42099,Entire home/apt,193,2,123,2023-11-26,1.55,1,254,19,
18711244,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,127816585,Dries,,Eilandje,51.23082,4.41211,Entire home/apt,,2,1,2017-06-04,0.01,1,0,0,
18823301,Home in Antwerpen · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,131063210,Wim,,Linkeroever,51.22277,4.38393,Entire home/apt,,4,7,2023-07-24,0.09,1,0,1,
18849323,Loft in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 bath,7115121,Patricia En Maarten,,Hoboken - Centrum,51.18221,4.3471,Entire home/apt,78,3,23,2023-08-15,0.81,1,179,5,
18913507,Townhouse in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,60668284,Lorenzo,,Amandus - Atheneum,51.22632,4.42188,Entire home/apt,93,1,118,2023-12-10,1.51,1,339,20,
18931281,Serviced apartment in Antwerpen · 1 bedroom · 2 beds · 1 bath,131962395,Patrick,,Sint-Andries,51.21576,4.39957,Private room,388,1,1,2022-10-30,0.07,1,172,0,
18952044,Rental unit in Antwerpen · ★New · 1 bedroom · 1 bed · 1 bath,55770089,Tom,,Harmonie,51.207641577276085,4.407568089315874,Entire home/apt,90,2,0,,,1,176,0,
